"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"a {rs{Rpic{ry{x chicken and {ybr{wo{ywn{x rice dish","spicy chicken rice dish",0,20739,20754,"on the Head {WCook{x","-----------------#-",1,35,"cloth","(take)","food",7,7,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bed in the wall","bed",0,20741,20758,"in room: Crew's Bunkroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a low-backed {Ych{Wai{Yr{x","table chairs chair",0,20742,20758,"in room: Crew's Bunkroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ybunk {Db{we{Dds{x","bunk bed beds",0,20734,20762,"in room: Sailor's Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wood-framed {Bb{We{Bd{x","bed",0,20732,20777,"in room: Sul'dam Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wpallet{x","pallet",0,20731,20790,"in room: Damane Kennel","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yc{Du{ydg{De{yl{x","cudgel",45,24836,24804,"on A tall burly guard","-------------------",15,25,"cloth","(take wield)","weapon(none)","5d10",0,"none","+9dam,+9dam",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a wooden chest","wooden chest",1,24800,24804,"in room: Outside the Menagerie","-------l-----------",300,3,"wood","(nosac)","container",24801,"1000lbs, 1000 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {rb{Ra{rll{x","ball",1,24822,24810,"in room: The Performing Bears","-------------------",5,5,"rubber","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywooden{x barrel","barrel",2,24811,24813,"in room: At A Campfire","-------------------",30,5,"wood","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywooden{x box","box",2,24810,24813,"in room: At A Campfire","-------------------",20,2,"wood","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden {yb{Da{yrr{De{yl{x","barrel",0,24820,24815,"in room: A Deer Pen","-------------------",20,0,"wood","(none)","container",0,"0lbs, 1000 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{yd{Wee{yr{x feed","feed food",0,24821,24815,"inside a wooden {yb{Da{yrr{De{yl{x in A Deer Pen","-------------------",1,2,"cloth","(take)","food",1,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden chest","chest",2,24804,24816,"in room: Inside A Wagon","-------------------",20,3,"wood","(none)","container",24805,"30lbs, 2000 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A {Rdo{rm{Ra{rni{x dress","dress",5,24806,24816,"inside a wooden chest in Inside A Wagon","-------------------",1,15,"silk","(take torso)","armor","2/1/2/0",-1224574356,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wwhite{x coat","coat",40,24816,24824,"on a tightrope walker","-------------------",10,50,"cloth","(take torso)","armor","7/10/8/15",-1224573188,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an old wood {Dst{wo{Dve{x","woodstove stove",0,24826,24829,"in room: Inside An Old Wagon","-------------------",100,0,"iron","(none)","container",0,"400lbs, 100 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cloth {Wp{wu{Wrs{we{x","purse",1,24832,24829,"inside an old wood {Dst{wo{Dve{x in Inside An Old Wagon","-------------------",2,10,"cloth","(take)","container",0,"3lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Ge{gm{Ge{gr{Ga{gld{x ring","emerald ring",35,24829,0,"inside something(!), somewhere(!)","-------------------",2,45,"gold","(take finger)","armor","10/10/10/5",-1224571612,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Ge{gm{Ge{gr{Ga{gld{x earring","emerald earring",35,24830,0,"inside something(!), somewhere(!)","-------------------",1,30,"gold","(take ear)","armor","0/0/0/0",-1224571524,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Ge{gm{Ge{gr{Ga{gld{x necklace","emerald necklace chain",35,24831,0,"inside something(!), somewhere(!)","-------------------",3,50,"gold","(take neck)","armor","3/3/3/2",-1224571340,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long {Wb{Yo{Ww{x","birgitte's bow",40,24823,24833,"on an {War{Ych{Wer{x","----g--------------",40,100,"wood","(take wield)","weapon(none)","5d10",0,"two-handed","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"an {War{Yr{Wow{x","arrow",40,24824,24833,"on an {War{Ych{Wer{x","-------------------",3,5,"wood","(take)","weapon(none)","3d12",0,"none","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rlo{Rw{D-{Rc{rut{x dress","dress",40,24825,24833,"on a short woman","-------------------",3,10,"silk","(take torso)","armor","10/15/15/0",-1224572108,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A slice of {rro{yas{rtb{yee{rf{x","food roastbeef",0,24812,24834,"on a roundbellied man","-----------------#-",2,10,"meat","(take)","food",4,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a mug of {ybeer{x","mug beer",0,24813,24834,"on a roundbellied man","-----------------#-",1,15,"liquid","(take)","drink container",0,1,"beer","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bowl of {ystew{x","food stew",0,24814,24834,"on a roundbellied man","-----------------#-",1,12,"food","(take)","food",4,2,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ybronze{x-{Dhooked{x goad","goad",30,24815,24839,"on a female trainer","-------------------",20,100,"bronze","(take wield)","weapon(none)","5d9",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a barbell","barbell",45,24819,24843,"on a strong man","-------------------",0,0,"iron","(take wield)","weapon(none)","5d10",0,"two-handed","+9dam,+9dam",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"The Trolloc's Cookpot","cookpot pot",0,26402,26406,"in room: {rInside the Cookpot!{x","-------------------",0,0,"cloth","(nosac)","container",0,"0lbs, 0 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an elaborate {CH{ce{Cr{co{Cn{x-{Cm{ca{Crk{ce{Cd{x blade inlaid with {Wi{xv{Wory{x and {yg{Yo{yld{x","sword heron blade",75,26403,26416,"on Chosen Ishamael","-------------------",200,0,"Steel","(take wield)","weapon(none)","6d15",0,"none","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long {Ws{wh{Da{wr{Wp{x thorn","thorn",80,3412,3406,"on a {Ws{wh{Darp {Wcl{wa{Dwing {Wb{wr{yan{wc{Wh{x","-------------------",0,0,"wood","(take wield stuck_in)","weapon(none)","9d14",0,"none","+11dam,+11dam",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"",,""
"some {ym{Yang{yy, {rflea{w-{yridden f{Yu{yr{x","smelly fur",82,3404,3413,"on a {rf{Ruriou{rs b{Reas{rt{x","---------------B---",0,0,"fur","(take back)","armor","21/22/23/17",0,"","+4hit,+4dam,+1str,+1dex,+1con,+4hit,+4dam",4,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,"",,""
"a thick, {Dg{gn{Da{gr{Dl{ge{Dd{y root{x","shield gnarled root",86,3416,3428,"on a {cs{Cickl{cy g{Cl{co{Cw{ci{Cn{cg {Cb{cranc{Ch{x","-------------------",4,0,"wood","(take shield)","armor","30/5/30/20",0,"","+2str,-2dex",0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wmildew{D-{rstained {yc{Da{wt{Wch-h{wo{Do{yk{x","catch-hook catch hool",70,3402,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",5,1,"wood","(take wield)","weapon(thwack)","8d13",0,"two-handed","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"large, ragged pants of {rst{yin{rky{x, {Dstu{wd{Dded{r-{yl{De{wa{Wt{wh{De{yr{x","leather pants stinky smelly",85,3405,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",0,0,"studded leather","(take legs)","armor","22/21/22/20",0,"","+1str,-1dex,+1con",0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"huge, stiff {yle{Dath{yer{x boots","huge stiff leather boots",85,3401,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",2,10,"leather","(take feet)","armor","22/21/21/21",0,"","+1str",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dstu{Wdd{Ded{r le{yat{rher{x breastplate","studded leather breastplate",85,3406,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",3,13,"leather","(take torso)","armor","22/21/21/21",-1224263952,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"stiff {yl{De{wa{Wt{wh{De{yr {ys{Dl{weev{De{ys{x, reinforced with {Dstuds{x of {rr{yu{rs{yt{ry {Dsteel{x","leather sleeves",85,3407,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",0,0,"studded leather","(take arms)","armor","20/21/22/22",-1224263816,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rb{Ra{Drb{Re{rd{x, {rj{Ra{Dgg{Re{rd {rt{Re{Dn{wt{Wa{Dc{Rl{re{x","barbed tentacle",90,3419,3437,"on a seemingly independant {rt{Re{Dntac{Rl{re{x","------------R--B---",20,3,"steely flesh","(take wield)","weapon(slice)","13d15",0,"vorpal","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {rr{yu{rs{yt{ry{x scythe-curved {Ds{ww{Wo{wr{Dd{x","scythe sword",85,3413,3448,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",5,0,"steel","(take wield)","weapon(none)","9d14",0,"none","+9dam,+9dam",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a two-handed, {Ds{wt{ri{Rck{ry{W-{rb{Rlad{we{Dd {xdouble {Da{wx{De{x","two handed axe sticky bladed",85,3411,3461,"on a {yb{Yuc{yk{D-{yt{Yoothe{yd{D tr{ro{Dll{ro{Dc{x","---------------B---",3,400,"steel","(take wield)","weapon(none)","9d14",0,"two-handed","+9dam,+3str,+9dam",0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a {Dblack{x, {Ws{wl{De{we{Wk{x, {revil{x-{rlooking{x {Dlo{wn{Wgsw{wo{Drd{x","Fade blade black",90,3403,3472,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","---------------B---",1,0,"steel","(take wield)","weapon(slash)","10d15",0,"none","+8hit,+8dam,+8hit,+8dam",8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,"",,""
"a {Dmotion{wl{We{ws{Ds{x, {Dblack {Wc{wl{Do{wa{Dk{x with a {Dd{wee{Dp {Dcowl{x","cloak black motionless",90,3408,3474,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","------------R--B---",3,0,"cloth","(take body)","armor","23/22/22/23",0,"","+2hit,+2dam,+50hp,+2dex,+2int,+2wis,+50end,+50hp,+2hit,+2dam",2,2,50,0,0,2,2,2,0,0,0,0,0,0,0,50,50,0,0,0,2,2,0,0,0,0,0,0,0,"",,""
"{Dsha{wd{Dow{wy bre{wa{Wst-{wp{Dlate{x of {Dar{wt{Wi{wc{Dula{wt{We{wd {Dst{we{We{wl {Dbands{x","shadowy steel sleek breast plate breast-plate",90,3409,3474,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","---------------B---",0,0,"steel","(take torso)","armor","20/20/30/20",0,"","+3dex",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Dblack a{wr{Dm{W-{Dp{wl{Wat{we{Ds{x of {Dar{wt{Wi{wc{Dula{wt{We{wd {Ds{wt{We{we{Dl{x {Dla{wm{De{wl{Wl{wa{De{x","arm plates",90,3410,3475,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","-------------------",4,0,"cloth","(take arms)","armor","20/20/30/20",0,"","+1hit,+1dam,+30hp,+3dex,+30hp,+1hit,+1dam",1,1,30,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,"",,""
"a surpricingly intact footlocker","footlocker foot locker",0,3491,3491,"in room: Dead end.","-------------------",0,0,"wood","(nosac)","container",0,"1000lbs, 10 max (50% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dst{wu{Wd{wd{Ded jerkin{x of stinky {Dblack l{we{Wath{we{Dr{x","leather jerkin ",90,3513,3513,"on a {Rf{ra{Wde{D-{Rc{ro{Dntrolled {Dt{rr{Doll{ro{Dc{x","-------------------",7,50,"studded leather","(take torso)","armor","20/30/20/20",0,"","+2hit,+2dex,+2hit",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"",,""
"a {Dma{ws{Ws{wi{Dve wa{wr{Wh{wa{Dmmer{x with a long two-handed hilt of {yr{wu{Wst-spl{wo{ytched {Dre{wi{Wnf{wo{Drced {Yw{yo{Dod{x","heavy brute two-handed hammer",90,3515,3513,"on a {Rf{ra{Wde{D-{Rc{ro{Dntrolled {Dt{rr{Doll{ro{Dc{x","---------------B---",10,2000,"steel and wood","(take wield)","weapon(blast)","12d15",0,"two-handed","+10dam,+1con,+10dam",0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"",,""
"a carved {Ds{wt{Wo{wn{De{x","carved stone container",0,3422,3561,"in room: A Shattered Fountain","-------------------",0,0,"stone","(nosac)","container",0,"40lbs, 1 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a heavy, brutally {Ds{wp{Di{wk{De{wd{D mace{x","heavy spiked mace",90,3423,3561,"inside a carved {Ds{wt{Wo{wn{De{x in A Shattered Fountain","-------------------",20,1000,"metal","(take wield)","weapon(crush)","11d15",0,"sharp two-handed","+10hit,+10dam,+1str,+1dex,+10hit,+10dam",10,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,"",,""
"the {rma{yl{Yki{ye{rri {rw{ya{Yr{r-{rba{yn{Yn{rer{x","banner malkier malkieri war",90,3601,3591,"in room: Well-kept Room","---------------B---",0,0,"tattered cloth","(take float)","armor","20/20/20/20",0,"","+3hit,+3dam,+2int,+2wis,+3hit,+3dam",3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,"",,""
"a {rfresh, {Rj{Da{wgg{De{Rd {rscar{x","tattoo mark scar jagged fresh",90,3417,3595,"on a {rfear{D-{Winspiring {Dfade{x","-------------------",0,0,"paint","(take)","armor","10/5/5/5",0,"","+100hp,+1str,+100hp",0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Dd{wee{Dp {Dhood {xof his motionless {Wc{wl{Do{wa{Wk{x","hood deep cowl",90,3414,3595,"on a {rfear{D-{Winspiring {Dfade{x","---------------B---",5,200,"cloth","(take head)","armor","30/15/40/20",0,"","+50hp,+2dex,+4wis,+50hp",0,0,50,0,0,2,0,4,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Da tainted myrddraal sword{x","myrddraal sword",90,24135,3595,"on a {rfear{D-{Winspiring {Dfade{x","------d-----R------",3,100,"metal","(wield)","weapon(none)","10d20",0,"poison","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a dense network of {Ds{wt{Wee{wl{Dy {ws{Wcale{ws{x","scales on back thick",90,3418,3606,"on the {Rbeast{x of the {bdepths{x","---------------B---",5,500,"armored scales","(take back)","container",0,"50lbs, 50 max (0% bulk),"","+6hit,+4dam,+2dex,+6hit,+4dam",6,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,"",,""
"a {rp{Rr{Do{wt{Wec{wt{Di{Rv{re l{Ra{Dy{Re{rr{x of {rt{Ro{Du{Rg{rh{x, {rs{Rc{Da{Rl{ry {yh{ri{Rd{ye{x","a protective layer of tough scaly hide",90,3421,3606,"on the {Rbeast{x of the {bdepths{x","---------------B---",10,300,"hide","(take neck)","armor","25/20/30/15",0,"","+3hit,+3dam,+20hp,+1con,+23end,+20hp,+3hit,+3dam",3,3,20,0,0,0,0,0,1,0,0,0,0,0,0,23,20,0,0,0,3,3,0,0,0,0,0,0,0,"",,""
"a large {yo{ra{yk{x bed with a {yp{Yat{Wchw{Yor{yk{x quilt","bed",0,14169,14336,"in room: The Se{Dren{xia L{Data{xr Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wwhite{x dress with a {gb{ya{Dn{Yd{re{bd{x hem","accepted dress banded",50,14210,14337,"on A young woman in a {Wwhite {gb{ya{Dn{Yd{re{bd{W dress{x","-------------------",1,30,"cloth","(take torso)","armor","13/13/13/11",0,"","+1dex",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ygo{Yld{yen{x serpent ring","gold golden serpent ring",55,14245,14337,"on A young woman in a {Wwhite {gb{ya{Dn{Yd{re{bd{W dress{x","-------------------",0,100,"gold","(take finger)","armor","1/1/1/1",0,"","+1int,+1wis,+25end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dc{xo{gl{xo{Dr{x-shifting warder's cloak","warder's cloak color shifting",70,14374,14337,"on A tough-looking warrior","-------------------",1,500,"cloth","(take back)","armor","18/18/17/17",0,"","+1dex,+1con",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dplush bearskin{x rug","bear skin bearskin rug",0,14170,14338,"in room: The {gM{Gy{gria{Gm{g C{Gop{gan{x Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a king-sized {yb{We{yd{x with {Wsatin s{xh{De{ce{xt{Ws{x","bed",0,14171,14338,"in room: The {gM{Gy{gria{Gm{g C{Gop{gan{x Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"on {Wpale ye{Yll{Wow{x linens on the large {ydo{rub{yle b{re{yd{x","bed",0,14172,14339,"in room: The Ge{Drr{xa Ki{Dsha{xr Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bench made of {Wl{ma{wv{Den{wd{me{Wr{x-streaked marble","fountain bench",0,14179,14341,"in room: Eastern Guest Courtyard","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wsi{xl{Dv{Wer{x {bsa{Bpph{bire{x pendant","silver sapphire pendant",40,14402,14341,"on a wandering guest","-------------------",1,179,"silver","(take neck)","armor","10/10/10/10",0,"","+1int,+1con",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a beautiful {ms{Mi{Wl{mk{x blouse","silk blouse",40,14401,14341,"on a wandering guest","-------------------",3,89,"cloth","(take torso)","armor","10/10/10/10",0,"","+2wis",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{ms{Mi{Wl{mk{x sleeves","silk sleeves",40,14400,14341,"on a wandering guest","-------------------",2,79,"cloth","(take arms)","armor","10/10/10/10",0,"","+2dex",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ms{Mi{Wl{mk{x sash","silk sash",40,14399,14341,"on a wandering guest","-------------------",1,79,"cloth","(take waist)","armor","10/10/10/10",0,"","+2con",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{xau{Wt{xif{Dul{x vine-covered shawl, fringed in {Dg{xra{Dy{x","shawl gray",80,14151,14343,"on A {Dgray{x-shawled, ageless looking woman","-------------------",2,0,"cloth","(take back)","armor","20/20/20/20",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dbe{Wa{xu{Wt{xi{Wf{Dul{x vine-covered shawl, fringed in {Wwhite{x","white shawl",80,14154,14345,"on A {Wwhite{x-shawled, ageless looking woman","-------------------",2,150,"cloth","(take back)","armor","30/30/20/0",0,"","+1int,+1wis,+50end",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"the {Dburden{x of many {yc{Yhore{ys{x","burden chores",35,14387,14346,"on A girl in a {Wwhite{x dress","-------------------",2,25,"cloth","(take float)","armor","9/9/9/8",0,"","+2int",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wmodest{x ribbon","modest ribbon",35,14388,14346,"on A girl in a {Wwhite{x dress","-------------------",1,30,"cloth","(take head)","armor","9/9/9/8",0,"","+1wis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"hard {yc{Yallouse{ys{x","hard callouses",35,14389,14346,"on A girl in a {Wwhite{x dress","-------------------",2,30,"cloth","(take hands)","armor","9/9/9/8",0,"","+2str,+50end",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wwhite nov{xi{Wce{x dress","white novice dress",25,14187,14346,"on A girl in a {Wwhite{x dress","-------------------",2,15,"cloth","(take torso)","armor","7/7/8/7",0,"","+1dex",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a king-sized {gg{Gre{gen{W-{gpa{Gin{gted{x bed","bed",0,14406,14347,"in room: The {GNi{grel{Gle Co{gidevw{Gin{x Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an oak {ydou{rb{yle{x bed","bed",0,14407,14348,"in room: The {bN{Bo{bane Ma{Bsa{bdi{Bm{x Guest Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
