"Short desc","Keywords","Level","Vnum","Room","Location","Flags","Weight","Value","Material","Worn","Item type","AC/SLevel","Capacity","Spells","Affects","hit roll","damage roll","hp","armor class","strength","dexterity","intelligence","wisdom","constitution","sex","class","level","age","(unknown)","(unknown)","endurance","hp","gold","experience","armor class","hit roll","damage roll","saves","none","air sphere","earth sphere","fire sphere","spirit sphere","water sphere","Bit affects",","Other"
"an {Wivory{x tub filled with {rh{Ro{rt{x water and big {cb{Cu{Wbbl{Ce{cs{x","tub",0,20790,20744,"in room: Bathing Room","-------------------",0,0,"ivory","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a fluffy {gt{Go{Ww{Ge{gl{x","towel",10,20791,20744,"inside a {yc{Yab{Wi{Yne{yt{x set in the wall in Bathing Room","-------------------",1,29,"wool","(take body)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bottle of softly {ys{Yce{Wn{Yte{yd{x bath oil","bottle oil",0,20792,20744,"inside a {yc{Yab{Wi{Yne{yt{x set in the wall in Bathing Room","-------------------",1,24,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {yc{ra{Rbin{re{yt{x behind the {Cscr{Wee{Cn{x","cabinet",0,20771,20745,"in room: High Lady Musheko's Sitting Room","-------------------",0,0,"cloth","(none)","container",0,"2lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a leather {yh{ra{ywk{x hood","hood",0,20772,20745,"inside a small {yc{ra{Rbin{re{yt{x behind the {Cscr{Wee{Cn{x in High Lady Musheko's Sitting Room","-------------------",0,0,"leather","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"leather {Dj{re{yss{re{Ds{x","jesses",0,20773,20745,"inside a small {yc{ra{Rbin{re{yt{x behind the {Cscr{Wee{Cn{x in High Lady Musheko's Sitting Room","-------------------",0,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden {yc{Ya{yge{x behind the {Cscr{Wee{Cn{x","wooden cage",0,20774,20745,"in room: High Lady Musheko's Sitting Room","-------------------",0,0,"cloth","(none)","container",0,"2lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wwhite{x rat with {Db{rea{Ddy{x eyes","rat",0,20775,20745,"inside a wooden {yc{Ya{yge{x behind the {Cscr{Wee{Cn{x in High Lady Musheko's Sitting Room","-------------------",1,0,"cloth","(take hold)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dpo{grc{Gel{ga{Din{x platter","porcelain platter",0,20776,20745,"in room: High Lady Musheko's Sitting Room","-------------------",1,350,"porcelain","(take hold)","container",0,"1lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {gt{Gea {Dk{ge{Gtt{gl{De{x","tea kettle",0,20777,20745,"inside a {Dpo{grc{Gel{ga{Din{x platter in High Lady Musheko's Sitting Room","-------------------",1,300,"porcelain","(take hold)","drink container",0,30,"kaf","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a porcelain {gc{Gu{gp{x","cup",0,20778,20745,"inside a {Dpo{grc{Gel{ga{Din{x platter in High Lady Musheko's Sitting Room","-------------------",1,150,"porcelain","(take hold)","drink container",0,5,"kaf","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a silken {Cscr{Wee{Cn{x","screen",0,20779,20745,"in room: High Lady Musheko's Sitting Room","-------------------",0,0,"silk","(none)","container",0,"1lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dc{gus{Ghio{gne{Dd{x, low-back {ych{wai{yr{x","chair",0,20780,20745,"inside a silken {Cscr{Wee{Cn{x in High Lady Musheko's Sitting Room","-------------------",1,0,"cloth","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a high-backed {rch{ye{rrry {yw{roo{yd{x chair","chair",0,20781,20745,"in room: High Lady Musheko's Sitting Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a tall, wooden {yperch{x","perch",0,20782,20745,"in room: High Lady Musheko's Sitting Room","-------------------",0,0,"cloth","(none)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a comfortable {Wbedroll{x","bedroll",0,20783,20746,"in room: High Lady Musheko's Bedchamber","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a small {ychest{x","chest",0,20784,20746,"in room: High Lady Musheko's Bedchamber","-------------------",0,0,"cloth","(none)","container",0,"1lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yw{ra{yrdr{ro{ybe{x behind the screen","wardrobe",0,20785,20746,"in room: High Lady Musheko's Bedchamber","-------------------",2,0,"wood","(none)","container",0,"2lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"long, flowing {Dsi{gl{Gk ro{gb{Des{x","robes",10,20786,20746,"inside a {yw{ra{yrdr{ro{ybe{x behind the screen in High Lady Musheko's Bedchamber","-------------------",1,300,"silk","(take body)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"silk {Ds{gli{Gpp{ger{Ds{x","slippers",10,20787,20746,"inside a {yw{ra{yrdr{ro{ybe{x behind the screen in High Lady Musheko's Bedchamber","-------------------",1,100,"cloth","(take feet)","trash",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yc{ra{yrt{x hidden behind the {Cscr{Wee{Cn{x","cart",0,20788,20746,"in room: High Lady Musheko's Bedchamber","-------------------",1,0,"cloth","(none)","container",0,"1lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yf{You{yr{D-{yp{Yo{Wst{Ye{yr{x bed","bed",0,20789,20746,"in room: High Lady Musheko's Bedchamber","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rcu{Rsh{Wi{Ron{red {ybench{x","bench",0,20793,20748,"in room: A Small Room With A View","-------------------",0,0,"wood","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden {Db{we{Dnch{x","tables benches bench",0,20740,20753,"in room: Mess Hall","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a steaming cup of {Dk{ya{Df{x","cup kaf",0,20737,20754,"on the Head {WCook{x","-----------------#-",1,15,"kaf","(take)","drink container",0,5,"coffee","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {cb{Co{cwl{x of steamed {Wrice{x","bowl rice",0,20738,20754,"on the Head {WCook{x","-----------------#-",1,25,"cloth","(take)","food",5,5,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rs{Rpic{ry{x chicken and {ybr{wo{ywn{x rice dish","spicy chicken rice dish",0,20739,20754,"on the Head {WCook{x","-----------------#-",1,35,"cloth","(take)","food",7,7,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bed in the wall","bed",0,20741,20758,"in room: Crew's Bunkroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a low-backed {Ych{Wai{Yr{x","table chairs chair",0,20742,20758,"in room: Crew's Bunkroom","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ybunk {Db{we{Dds{x","bunk bed beds",0,20734,20762,"in room: Sailor's Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wood-framed {Bb{We{Bd{x","bed",0,20732,20777,"in room: Sul'dam Room","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wpallet{x","pallet",0,20731,20790,"in room: Damane Kennel","-------------------",0,0,"cloth","(none)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {yc{Du{ydg{De{yl{x","cudgel",45,24836,24804,"on A tall burly guard","-------------------",15,25,"cloth","(take wield)","weapon(none)","3d8",0,"none","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden chest","wooden chest",1,24800,24804,"in room: Outside the Menagerie","-------l-----------",300,3,"wood","(nosac)","container",24801,"1000lbs, 1000 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a large {rb{Ra{rll{x","ball",1,24822,24810,"in room: The Performing Bears","-------------------",5,5,"rubber","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywooden{x barrel","barrel",2,24811,24813,"in room: At A Campfire","-------------------",30,5,"wood","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ywooden{x box","box",2,24810,24813,"in room: At A Campfire","-------------------",20,2,"wood","(take)","furniture",0,0,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden {yb{Da{yrr{De{yl{x","barrel",0,24820,24815,"in room: A Deer Pen","-------------------",20,0,"wood","(none)","container",0,"0lbs, 1000 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{yd{Wee{yr{x feed","feed food",0,24821,24815,"inside a wooden {yb{Da{yrr{De{yl{x in A Deer Pen","-------------------",1,2,"cloth","(take)","food",1,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a wooden chest","chest",2,24804,24816,"in room: Inside A Wagon","-------------------",20,3,"wood","(none)","container",24805,"30lbs, 2000 max (100% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A {Rdo{rm{Ra{rni{x dress","dress",5,24806,24816,"inside a wooden chest in Inside A Wagon","-------------------",1,15,"silk","(take torso)","armor","2/1/2/0",-1219857872,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wwhite{x coat","coat",40,24816,24824,"on a tightrope walker","-------------------",10,50,"cloth","(take torso)","armor","7/10/8/15",-1219856704,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an old wood {Dst{wo{Dve{x","woodstove stove",0,24826,24829,"in room: Inside An Old Wagon","-------------------",100,0,"iron","(none)","container",0,"400lbs, 100 max (100% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a cloth {Wp{wu{Wrs{we{x","purse",1,24832,24829,"inside an old wood {Dst{wo{Dve{x in Inside An Old Wagon","-------------------",2,10,"cloth","(take)","container",0,"3lbs, 100 max (100% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Ge{gm{Ge{gr{Ga{gld{x ring","emerald ring",35,24829,0,"inside something(!), somewhere(!)","-------------------",2,45,"gold","(take finger)","armor","10/10/10/5",-1219855128,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Ge{gm{Ge{gr{Ga{gld{x earring","emerald earring",35,24830,0,"inside something(!), somewhere(!)","-------------------",1,30,"gold","(take ear)","armor","0/0/0/0",-1219855040,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {Ge{gm{Ge{gr{Ga{gld{x necklace","emerald necklace chain",35,24831,0,"inside something(!), somewhere(!)","-------------------",3,50,"gold","(take neck)","armor","3/3/3/2",-1219854856,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long {Wb{Yo{Ww{x","birgitte's bow",40,24823,24833,"on an {War{Ych{Wer{x","----g--------------",40,100,"wood","(take wield)","weapon(none)","3d12",0,"two-handed","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an {War{Yr{Wow{x","arrow",40,24824,24833,"on an {War{Ych{Wer{x","-------------------",3,5,"wood","(take)","weapon(none)","3d12",0,"none","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rlo{Rw{D-{Rc{rut{x dress","dress",40,24825,24833,"on a short woman","-------------------",3,10,"silk","(take torso)","armor","10/15/15/0",-1219855624,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"A slice of {rro{yas{rtb{yee{rf{x","food roastbeef",0,24812,24834,"on a roundbellied man","-----------------#-",2,10,"meat","(take)","food",4,1,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a mug of {ybeer{x","mug beer",0,24813,24834,"on a roundbellied man","-----------------#-",1,15,"liquid","(take)","drink container",0,1,"beer","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a bowl of {ystew{x","food stew",0,24814,24834,"on a roundbellied man","-----------------#-",1,12,"food","(take)","food",4,2,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {ybronze{x-{Dhooked{x goad","goad",30,24815,24839,"on a female trainer","-------------------",20,100,"bronze","(take wield)","weapon(none)","2d6",0,"none","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a barbell","barbell",45,24819,24843,"on a strong man","-------------------",0,0,"iron","(take wield)","weapon(none)","4d8",0,"two-handed","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"The Trolloc's Cookpot","cookpot pot",0,26402,26406,"in room: {rInside the Cookpot!{x","-------------------",0,0,"cloth","(nosac)","container",0,"0lbs, 0 max (0% bulk),"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"an elaborate {CH{ce{Cr{co{Cn{x-{Cm{ca{Crk{ce{Cd{x blade inlaid with {Wi{xv{Wory{x and {yg{Yo{yld{x","sword heron blade",75,26403,26416,"on Chosen Ishamael","-------------------",200,0,"Steel","(take wield)","weapon(none)","6d15",0,"none","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a long {Ws{wh{Da{wr{Wp{x thorn","thorn",80,3412,3406,"on a {Ws{wh{Darp {Wcl{wa{Dwing {Wb{wr{yan{wc{Wh{x","-------------------",0,0,"wood","(take wield stuck_in)","weapon(none)","9d14",0,"none","+11dam,+11dam",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"",,""
"some {ym{Yang{yy, {rflea{w-{yridden f{Yu{yr{x","smelly fur",82,3404,3413,"on a {rf{Ruriou{rs b{Reas{rt{x","---------------B---",0,0,"fur","(take back)","armor","21/22/23/17",0,"","+4hit,+4dam,+1str,+1dex,+1con,+4hit,+4dam",4,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,"",,""
"a thick, {Dg{gn{Da{gr{Dl{ge{Dd{y root{x","shield gnarled root",86,3416,3428,"on a {cs{Cickl{cy g{Cl{co{Cw{ci{Cn{cg {Cb{cranc{Ch{x","-------------------",4,0,"wood","(take shield)","armor","30/5/30/20",0,"","+2str,-2dex",0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Wmildew{D-{rstained {yc{Da{wt{Wch-h{wo{Do{yk{x","catch-hook catch hool",70,3402,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",5,1,"wood","(take wield)","weapon(thwack)","8d13",0,"two-handed","+4dam,+1str,+1con,+4dam",0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"large, ragged pants of {rst{yin{rky{x, {Dstu{wd{Dded{r-{yl{De{wa{Wt{wh{De{yr{x","leather pants stinky smelly",85,3405,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",0,0,"studded leather","(take legs)","armor","22/21/22/20",0,"","+1str,-1dex,+1con",0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"huge, stiff {yle{Dath{yer{x boots","huge stiff leather boots",85,3401,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",2,10,"leather","(take feet)","armor","22/21/21/21",0,"","+1str",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dstu{Wdd{Ded{r le{yat{rher{x breastplate","studded leather breastplate",85,3406,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",3,13,"leather","(take torso)","armor","22/21/21/21",-1220102736,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"stiff {yl{De{wa{Wt{wh{De{yr {ys{Dl{weev{De{ys{x, reinforced with {Dstuds{x of {rr{yu{rs{yt{ry {Dsteel{x","leather sleeves",85,3407,3436,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",0,0,"studded leather","(take arms)","armor","20/21/22/22",-1220102600,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {rb{Ra{Drb{Re{rd{x, {rj{Ra{Dgg{Re{rd {rt{Re{Dn{wt{Wa{Dc{Rl{re{x","barbed tentacle",90,3419,3437,"on a seemingly independant {rt{Re{Dntac{Rl{re{x","------------R--B---",20,3,"steely flesh","(take wield)","weapon(slice)","13d15",0,"vorpal","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {rr{yu{rs{yt{ry{x scythe-curved {Ds{ww{Wo{wr{Dd{x","scythe sword",85,3413,3448,"on a huge, {Dw{yol{Df{x-{Dh{yeade{Dd tr{ro{Dll{ro{Dc{x","-------------------",5,0,"steel","(take wield)","weapon(none)","9d14",0,"none","+9dam,+9dam",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a two-handed, {Ds{wt{ri{Rck{ry{W-{rb{Rlad{we{Dd {xdouble {Da{wx{De{x","two handed axe sticky bladed",85,3411,3461,"on a {yb{Yuc{yk{D-{yt{Yoothe{yd{D tr{ro{Dll{ro{Dc{x","---------------B---",3,400,"steel","(take wield)","weapon(none)","9d14",0,"two-handed","+9dam,+3str,+9dam",0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"",,""
"a {Dblack{x, {Ws{wl{De{we{Wk{x, {revil{x-{rlooking{x {Dlo{wn{Wgsw{wo{Drd{x","Fade blade black",90,3403,3472,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","---------------B---",1,0,"steel","(take wield)","weapon(slash)","10d15",0,"none","+4dam,+4dam",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"",,""
"a {Dmotion{wl{We{ws{Ds{x, {Dblack {Wc{wl{Do{wa{Dk{x with a {Dd{wee{Dp {Dcowl{x","cloak black motionless",90,3408,3474,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","------------R--B---",3,0,"cloth","(take body)","armor","23/22/22/23",0,"","+2hit,+2dam,+50hp,+2dex,+2int,+2wis,+50end,+50hp,+2hit,+2dam",2,2,50,0,0,2,2,2,0,0,0,0,0,0,0,50,50,0,0,0,2,2,0,0,0,0,0,0,0,"",,""
"{Dsha{wd{Dow{wy bre{wa{Wst-{wp{Dlate{x of {Dar{wt{Wi{wc{Dula{wt{We{wd {Dst{we{We{wl {Dbands{x","shadowy steel sleek breast plate breast-plate",90,3409,3474,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","---------------B---",0,0,"steel","(take torso)","armor","20/20/30/20",0,"","+3dex",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"{Dblack a{wr{Dm{W-{Dp{wl{Wat{we{Ds{x of {Dar{wt{Wi{wc{Dula{wt{We{wd {Ds{wt{We{we{Dl{x {Dla{wm{De{wl{Wl{wa{De{x","arm plates",90,3410,3475,"on a {Wswift {Dmyr{wd{Wd{wr{Daal{x","-------------------",4,0,"cloth","(take arms)","armor","20/20/30/20",0,"","+1hit,+1dam,+30hp,+3dex,+30hp,+1hit,+1dam",1,1,30,0,0,3,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1,1,0,0,0,0,0,0,0,"",,""
"a surpricingly intact footlocker","footlocker foot locker",0,3491,3491,"in room: Dead end.","-------------------",0,0,"wood","(nosac)","container",0,"1000lbs, 10 max (50% bulk),"close closed locked","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a {Dst{wu{Wd{wd{Ded jerkin{x of stinky {Dblack l{we{Wath{we{Dr{x","leather jerkin ",90,3513,3513,"on a {Rf{ra{Wde{D-{Rc{ro{Dntrolled {Dt{rr{Doll{ro{Dc{x","-------------------",7,50,"studded leather","(take torso)","armor","20/30/20/20",0,"","+2hit,+2dex,+2hit",2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"",,""
"a {Dma{ws{Ws{wi{Dve wa{wr{Wh{wa{Dmmer{x with a long two-handed hilt of {yr{wu{Wst-spl{wo{ytched {Dre{wi{Wnf{wo{Drced {Yw{yo{Dod{x","heavy brute two-handed hammer",90,3515,3513,"on a {Rf{ra{Wde{D-{Rc{ro{Dntrolled {Dt{rr{Doll{ro{Dc{x","---------------B---",10,2000,"steel and wood","(take wield)","weapon(blast)","12d15",0,"two-handed","+10dam,+1con,+10dam",0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"",,""
"a carved {Ds{wt{Wo{wn{De{x","carved stone container",0,3422,3561,"in room: A Shattered Fountain","-------------------",0,0,"stone","(nosac)","container",0,"40lbs, 1 max (0% bulk),"close closed ","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
"a heavy, brutally {Ds{wp{Di{wk{De{wd{D mace{x","heavy spiked mace",90,3423,3561,"inside a carved {Ds{wt{Wo{wn{De{x in A Shattered Fountain","-------------------",20,1000,"metal","(take wield)","weapon(crush)","10d15",0,"sharp","+4hit,+6dam,+2str,+2dex,+2con,+4hit,+6dam",4,6,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,"",,""
"the {rma{yl{Yki{ye{rri {rw{ya{Yr{r-{rba{yn{Yn{rer{x","banner malkier malkieri war",90,3601,3591,"in room: Well-kept Room","---------------B---",0,0,"tattered cloth","(take float)","armor","20/20/20/20",0,"","+3hit,+3dam,+2int,+2wis,+3hit,+3dam",3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,"",,""
"a {rfresh, {Rj{Da{wgg{De{Rd {rscar{x","tattoo mark scar jagged fresh",90,3417,3595,"on a {rfear{D-{Winspiring {Dfade{x","-------------------",0,0,"paint","(take)","armor","10/5/5/5",0,"","+100hp,+1str,+100hp",0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"",,""
